Date,Open,High,Low,Close,Volume
2016-09-30,9123.2,9283.2,8947.2,9065.6,9930.85
2016-10-03,9158.4,9235.2,8985.6,9008,6634.9
2016-10-04,8940.8,9216,8812.8,8988.8,8219.9
2016-10-05,8883.2,8953.6,8841.6,8918.4,4682.1
2016-10-06,8950.4,9008,8806.4,8835.2,4079.05
2016-10-07,8796.8,9043.2,8758.4,8854.4,6710.4
2016-10-10,8752,8774.4,8595.2,8652.8,3469.8
2016-10-11,8726.4,9270.4,8716.8,9129.6,11349.2
2016-10-12,9097.6,9254.4,8931.2,9145.6,6165.55
2016-10-13,9510.4,9753.6,9299.2,9433.6,5424.1
2016-10-14,9148.8,9393.6,9094.4,9328,6998.15
2016-10-17,9276.8,9411.2,9222.4,9289.6,5722.85
2016-10-18,9040,9100.8,8899.2,8915.2,5073.1
2016-10-19,8729.6,8841.6,8636.8,8700.8,7988.25
2016-10-20,8729.6,8809.6,8560,8592,6344.95
2016-10-21,8640,8681.6,8396.8,8406.4,5541.9
2016-10-24,8220.8,8233.6,8080,8118.4,5131.85
2016-10-25,8099.2,8291.2,8099.2,8188.8,5137.7
2016-10-26,8384,8438.4,8211.2,8393.6,6877.8
2016-10-27,8265.6,8576,8256,8550.4,7060.2
2016-10-28,8572.8,9059.2,8470.4,8908.8,12280.55
2016-10-31,8854.4,9158.4,8838.4,9094.4,5910.65
2016-11-01,9116.8,9795.2,9113.6,9360,13684
2016-11-02,9411.2,9664,9360,9571.2,9744.9
2016-11-03,9577.6,10224,9516.8,10099.2,9941.1
2016-11-04,9987.2,10176,9724.8,10108.8,12417.95
2016-11-07,9248,9337.6,8832,8838.4,8582.5
2016-11-08,8889.6,8998.4,8528,8572.8,4505.9
2016-11-09,9056,9072,8243.2,8371.2,17141.8
2016-11-10,8121.6,8867.2,8048,8572.8,14082
2016-11-11,8710.4,8819.2,8345.6,8377.6,9275.7
2016-11-14,8422.4,8649.6,8297.6,8342.4,7934.25
2016-11-15,8249.6,8348,7980.8,7987.2,10135.05
2016-11-16,8131.2,8140.8,7937.4,8025.6,7889.4
2016-11-17,8003.2,8038.4,7785.6,7785.6,5697.2
2016-11-18,7779.2,7878.8,7702.4,7744,5787.7
2016-11-21,7654.4,7657.6,7388.8,7398.4,6480.7
2016-11-22,7398.4,7609.6,7369.6,7449.6,5490.65
2016-11-23,7520,7584,7433.6,7456,3934.4
2016-11-25,7446.4,7513.6,7404.8,7420.8,2184.95
2016-11-28,7510.4,7606.4,7420.8,7478.4,5461.3
2016-11-29,7494.4,7555.2,7327.6,7427.2,3503.25
2016-11-30,7321.6,7472,7305.6,7436.8,6397.5
2016-12-01,7424,7859.2,7395.2,7724.8,8947.75
2016-12-02,7766.4,7808,7510.4,7728,8155.05
2016-12-05,7456,7488,7187.2,7216,8606.45
2016-12-06,7088,7132.8,6937.6,6966.4,5721.15
2016-12-07,6944,7030.4,6803.2,6992,10817.05
2016-12-08,6992,7244.8,6960,7001.6,11291.05
2016-12-09,7065.6,7075.2,6902.4,6934.4,5570.8
2016-12-12,6934.4,7056,6918.4,6979.2,5866.3
2016-12-13,6969.6,7167.6,6944,7046.4,6983.95
2016-12-14,7084.8,7108.8,6816,7020.8,11886.5
2016-12-15,6918.4,7017.6,6864,6924.8,8411.9
2016-12-16,6835.2,6931.2,6787.2,6828.8,8140.1
2016-12-19,6755.2,6755.2,6582.4,6592,7343.35
2016-12-20,6524.8,6544,6427.2,6473.6,6382.05
2016-12-21,6416,6444.8,6344,6368,5271.05
2016-12-22,6361.6,6499.2,6332.8,6464,5388.15
2016-12-23,6492.8,6524.8,6428.8,6444.8,4033.85
2016-12-27,6432,6438.4,6323.2,6342.4,4028.5
2016-12-28,6320,6584,6300.8,6563.2,8192.7
2016-12-29,6592,6755.2,6528,6675.2,6975.4
2016-12-30,6595.2,6876.8,6592,6803.2,9142.5
2017-01-03,6528,6572.8,6309.2,6316.8,7856.95
2017-01-04,6249.6,6249.6,5929.6,5996.8,5766.1
2017-01-05,6048,6153.6,5966.4,5971.2,8106.25
2017-01-06,5910.4,5962,5772.8,5897.6,9411.7
2017-01-09,5923.2,5976.6,5792,5878.4,6437.6
2017-01-10,5820.8,5923.2,5772.8,5840,6559.6
2017-01-11,5846.4,5955.2,5699.2,5715.2,11699.75
2017-01-12,5760,6006.4,5708.8,5718.4,10523.95
2017-01-13,5689.6,5788.8,5648,5728,9284.1
2017-01-17,5804.8,5820.8,5683.2,5702.4,9476.95
2017-01-18,5670.4,5708.8,5600,5680,7970.8
2017-01-19,5648,5791.2,5625.6,5744,8940.85
2017-01-20,5680,5699.2,5516.8,5520,11669.2
2017-01-23,5523.2,5625.2,5468.8,5472,9483.6
2017-01-24,5408,5408,5188.8,5216,8324.9
2017-01-25,5139.2,5161.6,5068.8,5088,6442.8
2017-01-26,5110.4,5174.4,5062.8,5123.2,5750.6
2017-01-27,5104,5145.6,5044.8,5065.6,6604.75
2017-01-30,5166.4,5419.2,5164.8,5206.4,16498.85
2017-01-31,5251.2,5340.8,5174.4,5177.6,10865.7
2017-02-01,5078.4,5155.2,5033.6,5091.2,9806.9
2017-02-02,5132.8,5177.6,5081.6,5132.8,8110.75
2017-02-03,5030.4,5062.4,4976,5020.8,6942.3
2017-02-06,5084.8,5091.2,4998.4,5030.4,5513.35
2017-02-07,5016,5068.8,5004.8,5062.4,5424.3
2017-02-08,5078.4,5139.2,5011.2,5040,6841.7
2017-02-09,5017.6,5024,4889.6,4937.6,5760.1
2017-02-10,4883.2,4892.8,4822.4,4851.2,6388.35
2017-02-13,4774.4,4784,4688,4700.8,7370.9
2017-02-14,4697.6,4704,4499.2,4499.2,8753.6
2017-02-15,4499.2,4656,4472,4652.8,12874.45
2017-02-16,4646.4,4908.8,4633.6,4675.2,17850.2
2017-02-17,4784,4817.6,4665.6,4688,11266.85
2017-02-21,4624,4755.2,4606.4,4732.8,9286.35
2017-02-22,4777.6,4841.6,4704,4761.6,7440.95
2017-02-23,4769.6,4960,4758.4,4883.2,10592.95
2017-02-24,5062.4,5084.8,4811,4825.6,10045.45
2017-02-27,4825.6,4864,4694.4,4800,6559.45
2017-02-28,4828.8,4947.2,4793.6,4915.2,9355.35
2017-03-01,4707.2,4820.8,4678.4,4816,9512.35
2017-03-02,4816,4873.6,4726.4,4822.4,8201.2
2017-03-03,4758.4,4771.2,4662.4,4675.2,6987.65
2017-03-06,4672,4691.2,4576,4592,6374.95
2017-03-07,4595.2,4643.2,4518.4,4592,5856.75
2017-03-08,4547.2,4643.2,4505.6,4627.2,7053.9
2017-03-09,4601.6,4678.4,4547.2,4601.6,6596.8
2017-03-10,4556.8,4622.4,4534.4,4537.6,6200.65
2017-03-13,4524.8,4543.6,4438.4,4448,4853.1
2017-03-14,4464,4553.6,4428.8,4528,9566.25
2017-03-15,4470.4,4483.2,4320,4352,8538.8
2017-03-16,4326.4,4339.2,4262.4,4268.8,6741.35
2017-03-17,4236.8,4246.4,4155.2,4220.8,6728.4
2017-03-20,4214.4,4227.2,4163.2,4211.2,4458.6
2017-03-21,4140.8,4419.2,4108.8,4380.8,16919.85
2017-03-22,4422.4,4483.2,4337.6,4403.2,8840.45
2017-03-23,4444.8,4572.8,4345.6,4553.6,7769.35
2017-03-24,4480,4667.2,4387.2,4470.4,12327.55
2017-03-27,4643.2,4668.8,4339.2,4380.8,10401.45
2017-03-28,4332.8,4339.2,4136,4140.8,8645.2
2017-03-29,4121.6,4155.2,4080,4124.8,4376.2
2017-03-30,4131.2,4179.2,4105.6,4140.8,4787.1
2017-03-31,4147.2,4217.6,4115.2,4214.4,3733.6
2017-04-03,4217.6,4384,4188.8,4233.6,6794.8
2017-04-04,4284.8,4307.2,4161.6,4182.4,3768.7
2017-04-05,4131.2,4329.6,4086.4,4316.8,5187.35
2017-04-06,4268.8,4297.6,4150.4,4240,4250
2017-04-07,4297.6,4403.2,4252.8,4390.4,6596.05
2017-04-10,4404.8,4550.4,4352,4547.2,5629.65
2017-04-11,4659.2,4801.6,4630.4,4755.2,11185.65
2017-04-12,4758.4,4822.4,4694.4,4774.4,7546.1
2017-04-13,4787.2,4900.8,4697.6,4870.4,7563.5
2017-04-17,4784,4787.2,4627.2,4627.2,6510.6
2017-04-18,4678.4,4766.4,4582.4,4588.8,10862.6
2017-04-19,4512,4729.6,4486,4691.2,8101.65
2017-04-20,4633.6,4704,4537.6,4579.2,10116.35
2017-04-21,4604.8,4688,4585.6,4592,7804.5
2017-04-24,4220.8,4278.4,4092.8,4105.6,11318.7
2017-04-25,4041.6,4060.8,3996.8,4006.4,5117.75
2017-04-26,4016,4104,3993.6,4038.4,7132.8
2017-04-27,4003.2,4054.4,3993.6,4000,5597.55
2017-04-28,4006.4,4051.2,4000,4003.2,5270.6
2017-05-01,3964.8,3968,3817.6,3849.6,5627.85
2017-05-02,3843.2,3894.4,3836.8,3856,4174.8
2017-05-03,3904,3955.2,3872,3932.8,5136.45
2017-05-04,3875.2,3974.4,3828.8,3840,6348.25
2017-05-05,3827.2,3872,3808,3856,4779.55
2017-05-08,3798.4,3801.6,3734.4,3760,4487.05
2017-05-09,3704,3776,3696,3747.2,7482.6
2017-05-10,3772.8,3772.8,3731.2,3763.2,4624.95
2017-05-11,3808,3891.2,3747.2,3756.8,9450.1
2017-05-12,3772.8,3785.6,3750.4,3750.4,5403.9
2017-05-15,3712,3721.6,3657.6,3667.2,5669.1
2017-05-16,3628.8,3673.6,3612.2,3635.2,8321.25
2017-05-17,3856,4291.2,3801.6,4291.2,27556.75
2017-05-18,4249.6,4284.8,4060.8,4188.8,21775.6
2017-05-19,4048,4051.2,3827.2,3891.2,13410.85
2017-05-22,3788.8,3792,3702.4,3718.4,6258.35
2017-05-23,3699.2,3747.2,3686.4,3712,5772.3
2017-05-24,3705.6,3744,3602.4,3619.2,5575.85
2017-05-25,3616,3680,3600,3648,7291.35
2017-05-26,3676.8,3676.8,3584,3590.4,4377.2
2017-05-30,3641.6,3644.8,3558.4,3568,3965.95
2017-05-31,3555.2,3680,3542.4,3596.8,7159.35
2017-06-01,3555.2,3561.6,3510.4,3513.6,5211.35
2017-06-02,3529.6,3539.2,3488,3516.8,4126.65
2017-06-05,3539.2,3539.2,3465.6,3536,5006.3
2017-06-06,3574.4,3634.8,3548.8,3616,4413.45
2017-06-07,3580.8,3668.8,3558.4,3574.4,5152.35
2017-06-08,3577.6,3577.6,3472,3497.6,6096.05
2017-06-09,3464,3699.2,3424,3545.6,10306.8
2017-06-12,3596.8,3681.4,3571.2,3584,8046.65
2017-06-13,3510.4,3523.2,3456,3462.4,5588.4
2017-06-14,3459.2,3516.8,3436.8,3446.4,8475.35
2017-06-15,3580.8,3590.4,3459.2,3491.2,8668
2017-06-16,3459.2,3523.2,3450,3452.8,5470.5
2017-06-19,3395.2,3398.4,3331.2,3347.2,6694.7
2017-06-20,3379.2,3452.8,3376,3440,9973.5
2017-06-21,3382.4,3436.8,3360,3408,7820.7
2017-06-22,3398.4,3420.8,3356.8,3376,4559.6
2017-06-23,3369.6,3393.6,3334.4,3340.8,5536.7
2017-06-26,3299.2,3325.6,3264,3270.4,6887.55
2017-06-27,3286.4,3382.4,3248,3376,11122.35
2017-06-28,3321.6,3356.8,3265.6,3280,5245.3
2017-06-29,3286.4,3769.6,3283.2,3449.6,21952.5
2017-06-30,3360,3507.2,3334.4,3401.6,10973.95
2017-07-03,3340.8,3446.4,3324.8,3446.4,3897.55
2017-07-05,3420.8,3536,3395.2,3440,8748.35
2017-07-06,3504,3638.4,3484.8,3609.6,13478.55
2017-07-07,3539.2,3571.2,3481.6,3491.2,5458
2017-07-10,3481.6,3488,3374.4,3401.6,4298.45
2017-07-11,3411.2,3548.8,3371.2,3392,6225.3
2017-07-12,3331.2,3334.4,3283.2,3299.2,7447.75
2017-07-13,3289.6,3294.6,3248.6,3264,6920.5
2017-07-14,3251.2,3257.6,3177.6,3200,7461.5
2017-07-17,3136,3146.4,3105.6,3114.4,22865.35
2017-07-18,3147.2,3177.6,3073.6,3076.8,24014.25
2017-07-19,3046.4,3052,3009.6,3040.8,18788
2017-07-20,3014.4,3070.4,3009.6,3012.8,17634.05
2017-07-21,3029.6,3043.2,2984,2984.8,11106.1
2017-07-24,2976,2979.2,2920.8,2932,8461.8
2017-07-25,2923.2,2958.4,2916.8,2944,9229.55
2017-07-26,2926.4,2956,2904,2948.8,8754.35
2017-07-27,2924,3138.4,2923.2,2972.8,26420.25
2017-07-28,3040,3080.8,2995.2,3003.2,19184.25
2017-07-31,2963.2,3018,2956.8,2982.4,11707.3
2017-08-01,2945.6,2968,2929.6,2944,11997.15
2017-08-02,2926.4,3016,2926.4,2960,17247.3
2017-08-03,2965.6,3008,2960.8,2997.6,13850.75
2017-08-04,2980.8,2994.4,2945.6,2984.8,9352.8
2017-08-07,2974.4,2985.6,2946.4,2948,5520.7
2017-08-08,2952,3070.4,2907.2,3032,20226.3
2017-08-09,3113.6,3199.2,3048,3111.2,30109.75
2017-08-10,3192.8,3548.8,3192,3535.2,79296
2017-08-11,3564,3744.8,3449.6,3640,57173
2017-08-14,3356.8,3360,3157.6,3165.6,27362.65
2017-08-15,3078.4,3200.8,3078.4,3143.2,18885.45
2017-08-16,3142.4,3166.4,3095.2,3124.8,28615.3
2017-08-17,3203.2,3644.8,3157.6,3642.4,65503.3
2017-08-18,3528.8,3651.2,3361.6,3535.2,39705.3
2017-08-21,3508,3585.6,3386.4,3395.2,21935.75
2017-08-22,3294.4,3298.4,3133.6,3145.6,25089.65
2017-08-23,3276.8,3299.2,3149.6,3172.8,21070
2017-08-24,3156.8,3329.6,3140,3260.8,14801.2
2017-08-25,3202.4,3236,3155.2,3170.4,18377.3
2017-08-28,3133.6,3207.2,3125.6,3142.4,16463.1
2017-08-29,3371.2,3390.4,3170.4,3180,29052.75
2017-08-30,3176,3203.2,3143.2,3163.2,17354.05
2017-08-31,3143.2,3148.8,3069.6,3076.8,20954.85
2017-09-01,3049.6,3077.6,3038.4,3068,14848.6
2017-09-05,3180.8,3372,3119.2,3235.2,33239.4
2017-09-06,3168.8,3244.8,3152,3160,12931.2
2017-09-07,3160,3209.6,3121.6,3144,12799.45
2017-09-08,3191.2,3244.8,3175.2,3220.8,13199.7
2017-09-11,3106.4,3106.4,3020.8,3041.6,21349.2
2017-09-12,3000,3019.2,2960,2960,12776.8
2017-09-13,2960,2961.6,2855.2,2856.8,12571.95
2017-09-14,2895.2,2904.8,2856,2895.2,10749.6
2017-09-15,2883.2,2883.2,2839.2,2845.6,12896.6
2017-09-18,2806.4,2807.2,2697.6,2720,18772.55
2017-09-19,2720.8,2756.8,2716.8,2720,13598.1
2017-09-20,2735.2,2827.2,2708.8,2722.4,15680.65
2017-09-21,2716,2755.2,2708,2722.4,11775.75
2017-09-22,2772,2790.4,2721.6,2737.6,11215.9
2017-09-25,2748.8,2826.4,2711.2,2743.2,25117.85
2017-09-26,2724,2756.8,2697.6,2709.6,16662.8
2017-09-27,2681.6,2718.4,2668.8,2695.2,14886.65
2017-09-28,2701.6,2705.6,2651.2,2653.6,9839.5
2017-09-29,2648.8,2668.8,2597.6,2602.4,14208.3
2017-10-02,2587.2,2588.8,2528,2547.2,14106.85
2017-10-03,2526.4,2553.6,2521.6,2541.6,7675.6
2017-10-04,2547.2,2565.6,2535.2,2546.4,8254.55
2017-10-05,2528,2531.2,2458.4,2460,15703.25
2017-10-06,2472.8,2525.6,2464.8,2465.6,17480.45
2017-10-09,2460,2539.2,2455.2,2512,6879.9
2017-10-10,2472.8,2516,2450,2458.4,8507
2017-10-11,2453.6,2468,2400.8,2407.2,7814.05
2017-10-12,2412.8,2431.8,2368,2392.8,10235.7
2017-10-13,2367.2,2373.6,2328,2350.4,9402.85
2017-10-16,2324,2342.4,2302.4,2308,12089.9
2017-10-17,2314.4,2336,2303.2,2315.2,11624.35
2017-10-18,2302.4,2307.2,2286.4,2302.4,10706.6
2017-10-19,2378.4,2403.2,2283.2,2286.4,19308.1
2017-10-20,2252,2261.6,2240,2244,11397.15
2017-10-23,2230.4,2339.2,2228.8,2316,26988.25
2017-10-24,2275.2,2352,2261.6,2340,22531.45
2017-10-25,2368,2580,2356.8,2417.6,29624.15
2017-10-26,2382.4,2411.2,2350.4,2406.4,18227.65
2017-10-27,2346.4,2387.2,2264.8,2274.4,11693.9
2017-10-30,2305.6,2351.2,2252.8,2294.4,17749.05
2017-10-31,2276,2288.8,2246.4,2252.8,9552.65
2017-11-01,2232,2287.2,2224.8,2264.8,11962.55
2017-11-02,2264,2331.2,2236.8,2240,14789.85
2017-11-03,2228,2257.6,2220.8,2234.4,12359
2017-11-06,2230.4,2233.6,2210.4,2213.6,9156.45
2017-11-07,2212.8,2227.2,2199.2,2227.2,13381.45
2017-11-08,2244.8,2262.4,2204,2228,8094
2017-11-09,2314.4,2384,2256,2261.6,26103.7
2017-11-10,2287.2,2328.8,2272,2312,10588.85
2017-11-13,2355.2,2355.2,2282.4,2319.2,8360.6
2017-11-14,2355.2,2398.4,2326.4,2337.6,14585.9
2017-11-15,2406.4,2464,2371.6,2423.2,15560.5
2017-11-16,2345.6,2345.6,2297.6,2324.8,15607.35
2017-11-17,2324,2328,2273.6,2288,15094.35
2017-11-20,2256.8,2262.4,2212,2216,12945.9
2017-11-21,2169.6,2176.8,2117.6,2129.6,19723.5
2017-11-22,2110.4,2130.4,2097.6,2111.2,12702.5
2017-11-24,2096.8,2106.4,2090.4,2101.6,3898.45
2017-11-27,2108,2120.8,2084.8,2096.8,10026.45
2017-11-28,2077.6,2100,2059.2,2068.8,19769.8
2017-11-29,2072.8,2139.2,2071.2,2116,20904
2017-11-30,2078.4,2146.4,2076.8,2122.4,17303.9
2017-12-01,2144.8,2400,2123.2,2180.8,53208.6
2017-12-04,2083.2,2164,2066.4,2163.2,23836.35
2017-12-05,2143.2,2176,2097.6,2153.6,18773.7
2017-12-06,2182.4,2190.4,2141.6,2152.8,16298.75
2017-12-07,2152,2154.4,2076.4,2080.8,15004.1
2017-12-08,2048.8,2053.6,2011.2,2015.2,16138.65
2017-12-11,2005.6,2008,1943.2,1945.6,12666.3
2017-12-12,1936.8,1955.2,1929.6,1950.4,11432.7
2017-12-13,1933.6,1952,1927.2,1943.2,7332.35
2017-12-14,1933.6,1967.2,1924,1934.4,11434.3
2017-12-15,1919.2,1920.72,1854.4,1868.8,15924.15
2017-12-18,1844,1857.2,1826.4,1843.2,15117.45
2017-12-19,1839.2,1872.8,1838.4,1851.2,13029.45
2017-12-20,1819.2,1853.6,1818.4,1845.6,19837.2
2017-12-21,1837.6,1856.8,1827.2,1831.2,18303.55
2017-12-22,1828.8,1856.8,1820,1842.4,6282.65
2017-12-26,1858.4,1860.8,1823.2,1842.4,6024.1
2017-12-27,1836,1860,1815.2,1852.8,11818.4
2017-12-28,1843.2,1845.6,1822.4,1822.4,6846.95
2017-12-29,1814.4,1859.2,1814.4,1852,10915.05
2018-01-02,1842.4,1851.2,1784.8,1786.4,11815.05
2018-01-03,1765.6,1765.6,1743.2,1751.2,10391.55
2018-01-04,1732.8,1751.2,1725.6,1745.6,10654.75
2018-01-05,1741.6,1754.4,1740,1746.4,9666.6
2018-01-08,1741.6,1748.8,1708.8,1724,8608.6
2018-01-09,1712.8,1743.2,1708,1741.6,9780.65
2018-01-10,1762.4,1784.28,1715.2,1724.8,16306.15
2018-01-11,1708.8,1720,1699.2,1714.4,8329.5
2018-01-12,1707.2,1721.6,1702.4,1715.2,11320.45
2018-01-16,1726.4,1839.2,1722.4,1820.8,33651.9
2018-01-17,1800,1851.2,1742.4,1778.4,33085.9
2018-01-18,1809.6,1846.4,1760,1787.2,33192
2018-01-19,1782.4,1816.8,1774.4,1780.8,18032.9
2018-01-22,1793.6,1793.6,1727.6,1743.2,14994.15
2018-01-23,1761.6,1790.4,1747.2,1771.2,20117.6
2018-01-24,1781.6,1864.8,1780,1817.6,29707.2
2018-01-25,1808,1878.4,1806.4,1848,22235.65
2018-01-26,1830.4,1859.2,1825.6,1834.4,13912.25
2018-01-29,1879.2,1972,1804,1968,19898.15
2018-01-30,2036,2122.4,2000,2030.4,53659
2018-01-31,1986.4,2048,1958.4,1984,29178.1
2018-02-01,2000,2019.2,1859.6,1923.2,41030.8
2018-02-02,1981.6,2224,1981.6,2184.8,95967.15
2018-02-05,2295.2,2956.8,2140,2932.8,125822.2
2018-02-06,3606.4,3668.8,2800,2837.6,127152.3
2018-02-07,2979.2,3008,2695.2,2949.6,94823.85
2018-02-08,2978.4,3668.8,2966.4,3661.6,113638.15
2018-02-09,3352.8,3747.2,3224.2,3312.8,44703.5
2018-02-12,3199.2,3356.4,3120.8,3174.4,40284.6
2018-02-13,3257.6,3298.4,3145.6,3177.6,46487.7
2018-02-14,3159.2,3176,2798.4,2806.4,56645.7
2018-02-15,2716,2861.6,2705.6,2752,25273.25
2018-02-16,2833.6,2844.8,2676.8,2790.4,50482.5
2018-02-20,2888.8,2984.8,2832.8,2911.2,38244
2018-02-21,2872.8,2964,2716,2949.6,40394.3
2018-02-22,2869.6,2963.2,2824.4,2899.2,30536.15
2018-02-23,2832.8,2853.6,2676.8,2679.2,27099.1
2018-02-26,2610.4,2646.4,2560,2568,22282.75
2018-02-27,2611.2,2840,2578.4,2809.6,34391.55
2018-02-28,2728.8,2940.8,2720,2935.2,30486.85
2018-03-01,2928.8,3269.6,2902.4,3134.4,55483.05
2018-03-02,3284.8,3356.8,2980,3009.6,37652.45
2018-03-05,3063.2,3064.8,2848,2869.6,34019.95
2018-03-06,2849.6,2993.6,2848,2891.2,23576.5
2018-03-07,3010.4,3028.8,2844.4,2858.4,27314.15
2018-03-08,2816,2848.8,2750.4,2752,15604.5
2018-03-09,2712,2712,2532.8,2533.6,20532.65
2018-03-12,2580,2667.2,2559.2,2639.2,16461.35
2018-03-13,2592.8,2732.8,2569.6,2696,19742.65
2018-03-14,2652.8,2793.6,2646.4,2749.6,24908.15
2018-03-15,2713.6,2777.6,2640.4,2664.8,17826.7
2018-03-16,2648.8,2653.6,2559.2,2621.6,17051.4
2018-03-19,2676.8,2995.2,2672,2865.6,48341.4
2018-03-20,2841.6,2881.6,2784.8,2805.6,24255.15
2018-03-21,2779.2,2796.8,2617.6,2773.6,41205.45
2018-03-22,2944,3168,2866.4,3135.2,57416.95
2018-03-23,3079.2,3320,3005.6,3312,63132.5
2018-03-26,3081.6,3274.4,3055.2,3055.2,43521.8
2018-03-27,3064,3350.4,3062.4,3300,44388.3
2018-03-28,3260.8,3460.8,3230.4,3372,54286.5
2018-03-29,3292,3323.2,3114.4,3132,33500.15
2018-04-02,3222.4,3560.8,3188.8,3429.6,51537.6
2018-04-03,3344.8,3436,3271.2,3278.4,34775.35
2018-04-04,3531.2,3535.2,3204.8,3224.8,38726.7
2018-04-05,3180,3220.8,3090.4,3104.8,14929.05
2018-04-06,3204,3432.8,3124,3299.2,40202
2018-04-09,3241.6,3320.8,3196,3300,26367.05
2018-04-10,3198.4,3302.4,3184.8,3216.8,32249.9
2018-04-11,3300.8,3302.4,3204,3242.4,20112.95
2018-04-12,3183.2,3194.4,3086.4,3109.6,20437.5
2018-04-13,3032.8,3085.6,2974.4,2995.2,19351.45
2018-04-16,2931.2,2932.8,2829.6,2844.8,18269.55
2018-04-17,2801.6,2810.4,2630.4,2674.4,21865.05
2018-04-18,2729.6,2828.8,2656,2684,23746.9
2018-04-19,2752.8,2816,2694.4,2724.8,15030.75
2018-04-20,2713.6,2835.8,2689.6,2804.8,19373.1
2018-04-23,2767.2,2835.2,2708.8,2773.6,12170.15
2018-04-24,2709.6,3027.2,2684,2919.2,30279.7
